369, 786, 169, 411
741, 839, 674, 752
509, 244, 21, 39
727, 947, 987, 980
563, 536, 28, 457
664, 974, 403, 376
735, 679, 719, 852
622, 829, 486, 14
212, 349, 228, 611
149, 222, 108, 686
541, 28, 486, 314
636, 186, 381, 600
566, 983, 238, 766
118, 863, 291, 647
990, 723, 435, 7
345, 756, 929, 323
421, 169, 425, 376
803, 457, 913, 561
895, 841, 281, 71
655, 403, 762, 533
842, 298, 699, 17
58, 873, 446, 807
238, 573, 502, 750
710, 780, 323, 715
460, 382, 762, 994
654, 885, 599, 813
646, 282, 87, 685
273, 51, 330, 910
672, 465, 421, 210
35, 14, 768, 781
254, 57, 716, 190
167, 768, 472, 674
784, 562, 925, 692
115, 116, 650, 262
125, 872, 47, 493
673, 504, 749, 951
858, 629, 368, 970
481, 251, 54, 176
200, 636, 974, 105
29, 933, 433, 0
680, 226, 104, 807
222, 648, 429, 519
345, 193, 920, 176
212, 432, 668, 789
926, 707, 306, 106
630, 996, 109, 75
934, 975, 758, 476
733, 990, 753, 725
777, 804, 263, 271
199, 296, 378, 430
368, 415, 232, 453
247, 926, 996, 94
106, 331, 524, 889
779, 958, 898, 678
558, 611, 227, 90
171, 340, 18, 192
566, 768, 519, 654
560, 928, 666, 143
177, 924, 501, 503
599, 719, 661, 791
962, 513, 489, 963
246, 115, 449, 423
756, 440, 941, 165
975, 29, 407, 59
0, 425, 935, 923
722, 441, 289, 747
425, 365, 840, 987
491, 402, 260, 419
989, 434, 254, 537
306, 254, 608, 717
697, 589, 583, 662
176, 163, 905, 292
858, 284, 565, 862
191, 70, 118, 890
956, 523, 194, 346
933, 365, 815, 154
930, 583, 115, 991
81, 958, 245, 388
658, 533, 424, 497
799, 595, 698, 171
770, 931, 799, 463
332, 831, 11, 338
420, 128, 629, 112
517, 525, 804, 589
204, 937, 489, 963
993, 245, 830, 821
177, 19, 588, 762
823, 977, 193, 62
96, 665, 797, 779
628, 779, 913, 692
79, 695, 762, 668
817, 388, 2, 747
100, 363, 258, 976
499, 818, 103, 505
252, 873, 615, 8
884, 826, 381, 108
624, 22, 343, 61
111, 944, 135, 732
587, 858, 303, 92
655, 241, 846, 745
692, 57, 809, 265
618, 691, 375, 97
519, 33, 812, 312
942, 236, 445, 367
707, 313, 719, 362
588, 151, 846, 631
511, 839, 869, 516
840, 752, 950, 774
438, 947, 836, 362
971, 679, 307, 748
426, 964, 448, 874
47, 825, 617, 177
719, 273, 620, 483
896, 591, 984, 372
203, 304, 891, 59
280, 61, 591, 718
39, 751, 148, 586
159, 835, 383, 618
796, 947, 736, 103
828, 281, 616, 347
958, 201, 744, 836
740, 514, 738, 856
241, 378, 333, 366
780, 733, 356, 381
618, 944, 347, 798
817, 592, 735, 741
211, 451, 647, 148
400, 564, 573, 778
871, 973, 310, 735
491, 493, 269, 136
353, 949, 653, 928
620, 609, 523, 395
638, 611, 427, 427
830, 791, 720, 244
424, 216, 68, 972
493, 471, 645, 350
26, 109, 842, 385
132, 479, 870, 565
640, 854, 385, 777
940, 759, 541, 593
430, 942, 919, 828
126, 187, 597, 464
353, 541, 466, 898
245, 18, 664, 610
762, 201, 996, 33
807, 497, 176, 127
603, 331, 272, 123
346, 468, 476, 788
105, 248, 140, 134
485, 700, 276, 804
225, 529, 13, 309
650, 719, 145, 809
965, 123, 231, 836
536, 70, 694, 113
505, 639, 727, 912
752, 826, 307, 953
877, 244, 819, 222
895, 882, 845, 304
919, 226, 973, 39
973, 558, 310, 732
733, 597, 585, 283
336, 972, 173, 292
7, 821, 719, 89
624, 868, 690, 327
210, 593, 683, 351
319, 16, 346, 524
199, 305, 292, 220
462, 53, 41, 44
922, 855, 38, 77
903, 678, 238, 365
450, 993, 674, 186
686, 660, 943, 528
241, 903, 693, 218
286, 920, 225, 63
632, 359, 238, 299
314, 597, 881, 219
653, 163, 364, 302
358, 721, 738, 212
918, 88, 821, 98
774, 884, 658, 403
441, 234, 394, 962
119, 723, 712, 36
111, 982, 616, 769
443, 85, 291, 855
26, 748, 140, 715
316, 108, 654, 457
697, 532, 19, 515
949, 715, 490, 227
336, 41, 15, 370
245, 649, 546, 942
562, 521, 109, 862
127, 558, 166, 270
72, 52, 214, 496
766, 628, 556, 347
618, 78, 373, 779
581, 36, 365, 629
662, 116, 681, 778
384, 717, 909, 188
5, 660, 599, 526
684, 301, 870, 927
190, 173, 987, 496
732, 764, 884, 705
530, 849, 948, 640
122, 110, 3, 180
563, 771, 443, 421
763, 371, 222, 126
790, 487, 593, 335
724, 24, 464, 279
75, 43, 556, 725
497, 426, 697, 996
736, 376, 930, 732
624, 844, 826, 734
552, 85, 301, 379
80, 547, 804, 76
376, 953, 99, 133
488, 166, 799, 117
90, 665, 326, 139
86, 89, 712, 425
315, 157, 203, 79
161, 468, 181, 603
205, 751, 293, 909
410, 548, 69, 257
641, 81, 629, 898
954, 91, 510, 943
379, 919, 173, 982
99, 200, 453, 281
219, 977, 73, 332
245, 114, 839, 2
780, 859, 730, 686
21, 420, 742, 25
267, 890, 130, 814
985, 833, 990, 64
603, 793, 423, 474
693, 928, 52, 62
839, 548, 31, 975
961, 611, 177, 886
219, 697, 989, 813
918, 977, 623, 176
441, 172, 412, 787
14, 775, 237, 570
493, 179, 244, 173
291, 22, 667, 852
833, 780, 470, 295
930, 632, 503, 216
683, 288, 327, 782
596, 969, 465, 390
638, 959, 403, 732
960, 8, 635, 827
103, 622, 671, 835
195, 6, 518, 527
66, 415, 593, 363
764, 543, 898, 966
110, 74, 261, 289
375, 687, 134, 365
660, 550, 85, 809
565, 346, 884, 659
993, 244, 123, 784
299, 83, 641, 922
44, 582, 321, 706
610, 144, 742, 426
596, 49, 809, 719
608, 436, 322, 643
971, 912, 356, 456
332, 418, 239, 928
227, 462, 454, 671
930, 964, 561, 172
244, 956, 459, 294
919, 474, 951, 220
531, 218, 876, 977
280, 911, 399, 475
63, 815, 726, 491
721, 23, 613, 71
852, 942, 530, 664
849, 873, 435, 504
392, 904, 135, 193
205, 481, 879, 314
194, 68, 97, 471
908, 691, 66, 576
480, 481, 939, 260
221, 874, 265, 48
628, 808, 149, 443
977, 126, 847, 751
577, 568, 487, 338
535, 534, 660, 290
854, 173, 123, 406
581, 721, 409, 715
739, 500, 885, 162
811, 306, 95, 709
509, 791, 409, 817
436, 822, 736, 725
859, 925, 123, 848
276, 874, 931, 825
318, 541, 769, 54
662, 698, 300, 472
634, 188, 947, 898
530, 692, 24, 706
291, 234, 751, 794
908, 57, 719, 572
999, 789, 262, 109
236, 933, 1, 884
376, 856, 236, 679
492, 36, 771, 187
369, 598, 120, 441
149, 193, 918, 886
589, 833, 191, 315
910, 859, 853, 930
938, 252, 843, 155
326, 947, 391, 429
155, 73, 538, 690
544, 87, 488, 571
656, 831, 235, 907
190, 486, 434, 274
518, 172, 177, 681
620, 639, 677, 736
896, 718, 772, 83
970, 535, 115, 743
585, 918, 295, 55
801, 433, 1, 392
640, 24, 206, 430
648, 125, 499, 754
727, 438, 421, 408
348, 210, 322, 515
18, 880, 614, 165
389, 384, 806, 101
363, 860, 86, 902
78, 109, 372, 557
84, 565, 92, 438
791, 538, 284, 776
70, 628, 55, 43
103, 149, 499, 139
75, 365, 418, 338
200, 809, 287, 140
194, 823, 479, 878
373, 350, 949, 793
854, 487, 539, 552
808, 383, 355, 620
279, 725, 491, 179
722, 789, 833, 93
136, 397, 395, 936
781, 66, 300, 803
476, 824, 510, 487
436, 261, 831, 880
425, 714, 77, 72
766, 937, 998, 547
946, 192, 267, 467
461, 314, 398, 995
97, 131, 290, 334
447, 645, 22, 918
497, 408, 452, 383
652, 703, 464, 815
7, 231, 260, 459
522, 130, 279, 563
712, 258, 221, 945
904, 289, 270, 270
233, 247, 326, 567
978, 840, 189, 975
456, 857, 768, 716
185, 859, 94, 866
562, 539, 814, 42
453, 310, 391, 458
170, 113, 619, 926
489, 998, 635, 261
171, 151, 735, 836
789, 947, 421, 893
744, 579, 789, 209
855, 246, 995, 791
455, 452, 629, 848
293, 643, 231, 662
11, 143, 199, 82
328, 430, 906, 226
840, 759, 659, 821
295, 701, 830, 378
470, 613, 296, 352
658, 545, 737, 986
39, 8, 31, 948
441, 870, 405, 258
770, 92, 63, 465
954, 923, 363, 5
705, 39, 38, 446
544, 936, 237, 939
717, 825, 926, 401
685, 354, 544, 948
252, 684, 703, 955
66, 90, 191, 114
10, 968, 32, 857
323, 113, 995, 443
352, 976, 292, 232
20, 270, 765, 727
858, 53, 772, 996
55, 789, 333, 540
820, 876, 887, 206
727, 968, 425, 93
535, 849, 104, 5
397, 470, 415, 718
907, 424, 66, 20
824, 407, 91, 916
736, 209, 313, 10
202, 304, 187, 940
996, 740, 513, 506
748, 844, 103, 842
445, 517, 661, 642
414, 588, 929, 347
441, 55, 860, 721
734, 563, 850, 774
734, 23, 568, 816
238, 483, 833, 715
789, 905, 172, 768
701, 495, 649, 806
323, 819, 816, 717
88, 44, 261, 870
28, 755, 337, 452
182, 313, 702, 85
993, 133, 933, 617
217, 951, 951, 542
596, 609, 70, 264
173, 701, 840, 628
906, 199, 828, 676
565, 951, 350, 996
399, 855, 900, 682
258, 83, 624, 533
228, 512, 437, 812
217, 228, 100, 734
214, 571, 518, 374
59, 198, 205, 896
292, 632, 521, 247
626, 915, 669, 598
357, 882, 658, 350
94, 125, 751, 845
65, 834, 710, 24
614, 522, 657, 673
755, 662, 430, 125
663, 460, 325, 700
375, 973, 11, 813
341, 78, 432, 623
949, 128, 163, 958
531, 797, 606, 587
209, 499, 786, 523
832, 261, 348, 928
12, 82, 196, 34
891, 225, 152, 501
5, 931, 249, 172
419, 682, 748, 382
975, 625, 565, 812
221, 577, 323, 193
251, 733, 581, 240
463, 427, 683, 425
106, 45, 403, 427
531, 971, 149, 701
502, 490, 713, 456
153, 124, 232, 520
993, 945, 34, 119
367, 547, 853, 275
537, 691, 675, 579
398, 522, 34, 118
464, 378, 390, 539
996, 310, 805, 205
674, 814, 55, 378
272, 617, 362, 708
771, 512, 202, 605
746, 936, 961, 453
50, 396, 210, 56
815, 108, 917, 7
918, 736, 16, 20
853, 436, 884, 328
177, 701, 508, 942
571, 339, 978, 679
712, 213, 966, 453
990, 810, 738, 939
584, 30, 241, 131
167, 332, 209, 108
348, 600, 537, 463
169, 223, 803, 432
321, 181, 441, 556
176, 527, 537, 348
592, 362, 764, 53
949, 389, 115, 205
197, 314, 453, 374
671, 367, 428, 923
732, 1, 512, 513
560, 519, 886, 885
720, 890, 379, 12
184, 869, 986, 798
125, 625, 358, 734
51, 768, 520, 189
305, 752, 454, 518
591, 5, 27, 577
852, 168, 517, 488
317, 851, 500, 694
635, 359, 70, 177
500, 609, 899, 226
562, 744, 991, 220
391, 91, 642, 920
86, 2, 704, 161
482, 388, 737, 606
963, 297, 378, 256
340, 145, 488, 678
993, 805, 543, 460
128, 280, 473, 476
334, 626, 107, 161
146, 969, 403, 593
565, 119, 6, 682
928, 618, 446, 523
463, 587, 485, 944
383, 359, 166, 967
973, 684, 889, 784
341, 580, 57, 96
762, 446, 969, 73
141, 677, 790, 908
642, 161, 416, 412
742, 69, 636, 326
493, 172, 689, 613
164, 843, 649, 291
320, 758, 700, 681
830, 655, 263, 564
193, 58, 158, 695
542, 203, 153, 165
485, 880, 510, 47
257, 506, 863, 6
382, 351, 54, 877
324, 276, 820, 737
101, 564, 190, 812
8, 134, 868, 188
948, 102, 23, 1000
751, 987, 343, 994
321, 755, 744, 238
366, 915, 773, 722
147, 148, 661, 11
221, 228, 31, 68
545, 610, 273, 506
534, 524, 256, 275
500, 840, 17, 21
667, 52, 536, 414
688, 840, 342, 792
22, 762, 583, 603
170, 350, 781, 874
589, 175, 318, 908
161, 829, 448, 58
574, 580, 53, 131
295, 18, 705, 833
279, 671, 92, 700
501, 380, 777, 901
675, 755, 502, 769
125, 742, 146, 442
135, 342, 263, 140
61, 970, 512, 692
41, 238, 940, 26
495, 418, 626, 731
566, 782, 456, 908
786, 26, 460, 260
116, 425, 612, 782
472, 45, 904, 488
873, 552, 419, 96
504, 196, 55, 38
336, 165, 576, 875
201, 903, 22, 260
523, 350, 998, 90
23, 916, 432, 515
348, 300, 832, 197
350, 181, 202, 17
215, 980, 557, 413
428, 238, 940, 477
974, 954, 166, 271
494, 996, 505, 254
603, 187, 469, 811
472, 530, 258, 21
879, 955, 153, 351
416, 844, 101, 860
984, 432, 158, 688
319, 986, 157, 75
953, 312, 633, 27
697, 289, 591, 241
994, 748, 734, 803
819, 77, 543, 978
207, 266, 599, 837
23, 805, 72, 872
593, 649, 361, 974
257, 892, 219, 101
620, 28, 516, 923
135, 710, 833, 127
483, 769, 820, 127
216, 102, 347, 877
303, 293, 129, 937
848, 483, 889, 557
114, 469, 282, 584
985, 489, 133, 320
154, 319, 855, 558
788, 909, 966, 985
988, 338, 609, 224
144, 972, 133, 700
306, 480, 923, 64
103, 319, 245, 37
970, 391, 477, 298
525, 110, 980, 493
968, 250, 281, 392
650, 789, 233, 737
210, 974, 615, 467
521, 820, 392, 409
584, 808, 652, 496
400, 757, 704, 976
486, 135, 972, 170
275, 426, 763, 742
179, 549, 970, 998
730, 386, 452, 816
473, 581, 135, 898
381, 830, 111, 929
848, 230, 880, 181
535, 696, 457, 881
186, 701, 401, 867
982, 264, 998, 750
598, 173, 401, 932
602, 227, 495, 870
735, 596, 812, 341
185, 264, 784, 206
813, 890, 726, 302
893, 539, 592, 949
665, 51, 794, 819
559, 779, 68, 525
355, 130, 673, 229
865, 992, 27, 343
931, 671, 287, 12
333, 745, 196, 591
195, 296, 378, 742
162, 583, 609, 405
773, 500, 232, 578
556, 276, 219, 729
827, 800, 954, 693
80, 165, 443, 0
902, 326, 464, 515
116, 649, 441, 966
806, 122, 566, 735
490, 403, 969, 351
343, 319, 708, 535
273, 121, 631, 439
135, 916, 957, 189
984, 284, 686, 809
348, 620, 505, 642
930, 930, 264, 639
637, 375, 592, 591
738, 750, 949, 768
282, 520, 517, 0
243, 101, 94, 415
926, 374, 783, 956
467, 161, 228, 181
257, 383, 961, 279
70, 764, 819, 952
782, 760, 655, 845
413, 523, 419, 785
645, 191, 163, 897
647, 659, 115, 759
140, 329, 248, 888
373, 556, 150, 673
949, 691, 113, 150
489, 881, 770, 498
382, 978, 727, 311
950, 910, 791, 241
972, 854, 805, 711
344, 402, 605, 328
74, 428, 95, 196
491, 406, 262, 484
554, 656, 717, 445
333, 26, 331, 919
734, 270, 828, 666
394, 64, 901, 327
857, 335, 112, 331
853, 735, 467, 613
572, 343, 816, 997
999, 598, 36, 827
73, 248, 338, 902
208, 597, 824, 123
498, 143, 45, 376
679, 608, 830, 635
588, 540, 690, 895
962, 284, 901, 741
235, 915, 935, 410
651, 914, 347, 364
490, 758, 434, 621
733, 481, 725, 783
209, 993, 557, 248
700, 642, 697, 818
870, 380, 213, 644
795, 649, 168, 365
752, 108, 966, 744
72, 662, 768, 320
705, 183, 758, 940
956, 20, 942, 163
209, 343, 37, 239
529, 184, 108, 703
720, 777, 551, 495
397, 181, 409, 751
709, 834, 9, 172
756, 421, 893, 349
552, 450, 348, 416
569, 681, 209, 618
979, 159, 643, 858
625, 950, 34, 956
609, 993, 48, 945
275, 870, 682, 795
121, 321, 420, 961
550, 693, 247, 86
944, 778, 135, 957
436, 566, 599, 737
530, 657, 81, 727
50, 532, 359, 259
736, 323, 150, 335
832, 54, 536, 575
379, 102, 401, 796
566, 819, 648, 448
807, 381, 316, 553
496, 410, 644, 64
624, 764, 227, 332
997, 61, 141, 146
485, 844, 350, 741
729, 662, 2, 136
464, 182, 435, 521
986, 306, 709, 784
355, 338, 461, 586
224, 437, 303, 377
360, 86, 675, 62
276, 392, 223, 621
399, 520, 172, 29
374, 371, 516, 996
555, 861, 929, 429
733, 25, 959, 611
355, 858, 269, 349
681, 268, 316, 506
51, 852, 250, 435
749, 765, 5, 100
244, 87, 850, 471
336, 454, 413, 243
133, 117, 833, 462
264, 47, 498, 357
610, 160, 106, 208
64, 830, 227, 533
323, 439, 375, 171
474, 967, 932, 229
424, 572, 86, 988
317, 977, 828, 709
323, 426, 276, 249
820, 308, 170, 493
847, 891, 837, 903
398, 574, 431, 314
920, 558, 920, 408
94, 417, 816, 243
704, 954, 674, 274
505, 47, 763, 138
543, 609, 557, 360
464, 698, 263, 191
185, 724, 563, 251
115, 129, 759, 359
859, 66, 452, 359
350, 485, 837, 654
44, 693, 240, 11
556, 179, 746, 812
758, 723, 557, 116
961, 858, 660, 97
900, 17, 187, 627
570, 488, 293, 344
245, 308, 255, 517
180, 746, 615, 271
147, 165, 971, 490
47, 259, 776, 355
869, 882, 495, 324
981, 474, 265, 262
787, 16, 365, 845
827, 223, 163, 981
951, 905, 838, 84
299, 134, 982, 945
548, 932, 621, 301
884, 211, 783, 189
825, 783, 833, 1000
160, 478, 192, 551
100, 817, 812, 696
164, 99, 686, 702
370, 580, 561, 811
150, 129, 745, 258
186, 242, 321, 536
660, 864, 472, 128
583, 872, 528, 133
241, 776, 208, 423
845, 561, 340, 356
634, 559, 99, 770
756, 59, 826, 214
947, 478, 500, 750
599, 610, 256, 289
324, 982, 585, 654
363, 915, 892, 317
849, 612, 807, 835
100, 31, 839, 130
164, 998, 846, 4
739, 717, 378, 842
697, 751, 604, 588
403, 759, 433, 128
960, 86, 471, 699
671, 133, 17, 475
642, 856, 164, 436
14, 707, 221, 962
354, 430, 305, 144
939, 286, 942, 307
834, 110, 25, 973
537, 251, 128, 400
945, 893, 15, 125
25, 559, 572, 647
954, 426, 805, 594
613, 590, 750, 683
231, 178, 415, 111
365, 257, 148, 68
71, 469, 692, 62
346, 830, 499, 646
394, 273, 331, 649
287, 702, 628, 741
255, 748, 441, 770
984, 930, 860, 473
250, 136, 934, 105
346, 568, 994, 615
837, 880, 955, 23
242, 918, 498, 890
138, 988, 694, 321
369, 464, 188, 149
844, 207, 457, 837
778, 68, 646, 766
108, 622, 68, 632
602, 470, 560, 443
129, 158, 166, 920
859, 238, 669, 934
756, 101, 632, 376
756, 500, 355, 917
707, 792, 751, 995
